Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-05-08,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-08,usuario_1,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6370' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Módulo de curso visto,The user with id '6370' viewed the 'assign' activity with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Se ha enviado una entrega,The user with id '6370' has submitted the submission with id '14277' for the assignment with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Sistema,Finalización de actividad de curso actualizada,The user with id '6370' updated the completion state for the course module with id '162865' for the user with id '6370'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Archivos enviados,Entrega creada.,The user with id '6370' created a file submission and uploaded '1' file/s in the assignment with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Archivos enviados,Un fichero ha sido subido.,The user with id '6370' has uploaded a file to the submission with id '14277' in the assignment activity with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Módulo de curso visto,The user with id '6370' viewed the 'assign' activity with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Formulario de entrega visto.,The user with id '6370' viewed their submission for the assignment with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Módulo de curso visto,The user with id '6370' viewed the 'assign' activity with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6370' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,Tarea,Tarea,Módulo de curso visto,The user with id '6370' viewed the 'assign' activity with course module id '162865'.,web,190.82.30.190
2020-05-08,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,190.82.30.190
2020-05-08,usuario_1,H5P-6,Cuestionario,Intento del cuestionario revisado,The user with id '6370' has had their attempt with id '8215' reviewed by the user with id '6370' for the quiz with course module id '162849'.,web,190.82.30.190
2020-05-08,usuario_1,H5P-6,Cuestionario,Intento enviado,The user with id '6370' has submitted the attempt with id '8215' for the quiz with course module id '162849'.,web,190.82.30.190
2020-05-08,usuario_1,H5P-6,Cuestionario,Resumen del intento de cuestionario visualizado,The user with id '6370' has viewed the summary for the attempt with id '8215' belonging to the user with id '6370' for the quiz with course module id '162849'.,web,190.82.30.190
2020-05-08,usuario_1,H5P-6,Cuestionario,Intento de cuestionario visualizado,The user with id '6370' has viewed the attempt with id '8215' belonging to the user with id '6370' for the quiz with course module id '162849'.,web,190.82.30.190
2020-05-08,usuario_1,H5P-6,Cuestionario,Ha comenzado el intento,The user with id '6370' has started the attempt with id '8215' for the quiz with course module id '162849'.,web,190.82.30.190
2020-05-08,usuario_1,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6370' viewed the 'quiz' activity with course module id '162849'.,web,190.82.30.190
2020-05-08,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,190.82.30.190
2020-05-08,usuario_1,Archivo5 ,Recurso,Módulo de curso visto,The user with id '6370' viewed the 'resource' activity with course module id '159089'.,web,190.82.30.190
2020-05-08,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,190.82.30.190
2020-05-08,usuario_1,Archivo7 ,Recurso,Módulo de curso visto,The user with id '6370' viewed the 'resource' activity with course module id '159090'.,web,190.82.30.190
2020-05-08,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,190.82.30.190
2020-05-08,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-08,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-08,usuario_3,H5P-6,Cuestionario,Intento del cuestionario revisado,The user with id '6353' has had their attempt with id '8163' reviewed by the user with id '6353' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Intento enviado,The user with id '6353' has submitted the attempt with id '8163' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Resumen del intento de cuestionario visualizado,The user with id '6353' has viewed the summary for the attempt with id '8163' belonging to the user with id '6353' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Intento de cuestionario visualizado,The user with id '6353' has viewed the attempt with id '8163' belonging to the user with id '6353' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Resumen del intento de cuestionario visualizado,The user with id '6353' has viewed the summary for the attempt with id '8163' belonging to the user with id '6353' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Intento de cuestionario visualizado,The user with id '6353' has viewed the attempt with id '8163' belonging to the user with id '6353' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Ha comenzado el intento,The user with id '6353' has started the attempt with id '8163' for the quiz with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6353' viewed the 'quiz' activity with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6353' viewed the 'quiz' activity with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.72
2020-05-08,usuario_3,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6353' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.21.72
2020-05-08,usuario_3,Tarea,Tarea,Módulo de curso visto,The user with id '6353' viewed the 'assign' activity with course module id '162865'.,web,190.82.21.72
2020-05-08,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.72
2020-05-08,usuario_3,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6353' viewed the 'quiz' activity with course module id '162849'.,web,190.82.21.72
2020-05-08,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.21.72
2020-05-08,usuario_12,Archivo5 ,Recurso,Módulo de curso visto,The user with id '6101' viewed the 'resource' activity with course module id '159089'.,web,181.74.62.21
2020-05-08,usuario_12,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6101' has viewed the submission status page for the assignment with course module id '162865'.,web,181.74.62.21
2020-05-08,usuario_12,Tarea,Tarea,Módulo de curso visto,The user with id '6101' viewed the 'assign' activity with course module id '162865'.,web,181.74.62.21
2020-05-08,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-05-08,usuario_12,Archivo4,Recurso,Módulo de curso visto,The user with id '6101' viewed the 'resource' activity with course module id '159082'.,web,181.74.62.21
2020-05-08,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-05-07,usuario_4,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '5888' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.61.89
2020-05-07,usuario_4,Tarea,Tarea,Módulo de curso visto,The user with id '5888' viewed the 'assign' activity with course module id '162865'.,web,190.82.61.89
2020-05-07,usuario_4,H5P-6,Cuestionario,Módulo de curso visto,The user with id '5888' viewed the 'quiz' activity with course module id '162849'.,web,190.82.61.89
2020-05-07,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,190.82.61.89
2020-05-07,Profesor,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '1698' has viewed the submission status page for the assignment with course module id '162865'.,web,200.90.194.199
2020-05-07,Profesor,Tarea,Tarea,Módulo de curso visto,The user with id '1698' viewed the 'assign' activity with course module id '162865'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.194.199
2020-05-07,Profesor,Tarea,Sistema,Módulo de curso actualizado,The user with id '1698' updated the 'assign' activity with course module id '162865'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Evento de calendario actualizado,The user with id '1698' updated the event 'Infografía pendiente de revisión' with id '3426'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Evento de calendario actualizado,The user with id '1698' updated the event 'Infografía fecha de entrega' with id '3425'.,web,200.90.194.199
2020-05-07,Profesor,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '1698' has viewed the submission status page for the assignment with course module id '162865'.,web,200.90.194.199
2020-05-07,Profesor,Tarea,Tarea,Módulo de curso visto,The user with id '1698' viewed the 'assign' activity with course module id '162865'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.194.199
2020-05-07,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.194.199
2020-05-07,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.194.199
2020-05-07,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.194.199
2020-05-07,usuario_10,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6240' viewed the 'quiz' activity with course module id '162849'.,web,181.72.131.174
2020-05-07,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-05-07,usuario_10,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6240' viewed the 'quiz' activity with course module id '162849'.,web,181.72.131.174
2020-05-07,usuario_2,CURSO,Sistema,Curso visto,The user with id '6665' viewed the course with id '2046'.,web,179.9.17.136
2020-05-07,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-05-07,usuario_2,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6665' has viewed the submission status page for the assignment with course module id '162865'.,web,179.9.17.136
2020-05-07,usuario_2,Tarea,Tarea,Módulo de curso visto,The user with id '6665' viewed the 'assign' activity with course module id '162865'.,web,179.9.17.136
2020-05-07,usuario_2,CURSO,Sistema,Curso visto,The user with id '6665' viewed the course with id '2046'.,web,179.9.17.136
2020-05-07,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-05-07,usuario_10,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6240' viewed the 'quiz' activity with course module id '162849'.,web,181.72.131.174
2020-05-07,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-05-07,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-07,usuario_6,Archivo7 ,Recurso,Módulo de curso visto,The user with id '6442' viewed the 'resource' activity with course module id '159090'.,web,181.72.131.108
2020-05-07,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-07,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-07,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-07,usuario_6,Archivo5 ,Recurso,Módulo de curso visto,The user with id '6442' viewed the 'resource' activity with course module id '159089'.,web,181.72.131.108
2020-05-07,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-07,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-05-06,usuario_11,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6289' viewed the 'quiz' activity with course module id '162849'.,web,"168,196,200,248"
2020-05-06,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,248"
2020-05-06,usuario_11,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6289' viewed the 'quiz' activity with course module id '162849'.,web,"168,196,200,248"
2020-05-06,usuario_8,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6762' viewed the 'quiz' activity with course module id '162849'.,web,181.73.154.52
2020-05-06,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-06,usuario_9,Archivo5 ,Recurso,Módulo de curso visto,The user with id '6096' viewed the 'resource' activity with course module id '159089'.,web,179.9.10.180
2020-05-06,usuario_9,CURSO,Sistema,Curso visto,The user with id '6096' viewed the course with id '2046'.,web,179.9.10.180
2020-05-06,usuario_3,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6353' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.23.62
2020-05-06,usuario_3,Tarea,Tarea,Módulo de curso visto,The user with id '6353' viewed the 'assign' activity with course module id '162865'.,web,190.82.23.62
2020-05-06,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.23.62
2020-05-06,usuario_8,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6762' has viewed the submission status page for the assignment with course module id '162865'.,web,181.73.154.52
2020-05-06,usuario_8,Tarea,Tarea,Módulo de curso visto,The user with id '6762' viewed the 'assign' activity with course module id '162865'.,web,181.73.154.52
2020-05-06,Profesor,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '1698' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.61.222
2020-05-06,Profesor,Tarea,Tarea,Módulo de curso visto,The user with id '1698' viewed the 'assign' activity with course module id '162865'.,web,190.82.61.222
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,usuario_5,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6396' has viewed the submission status page for the assignment with course module id '162865'.,web,190.82.10.6
2020-05-06,usuario_5,Tarea,Tarea,Módulo de curso visto,The user with id '6396' viewed the 'assign' activity with course module id '162865'.,web,190.82.10.6
2020-05-06,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,248"
2020-05-06,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,248"
2020-05-06,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,248"
2020-05-06,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.10.6
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,usuario_8,Tarea,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6762' has viewed the submission status page for the assignment with course module id '162865'.,web,181.73.154.52
2020-05-06,usuario_8,Tarea,Tarea,Módulo de curso visto,The user with id '6762' viewed the 'assign' activity with course module id '162865'.,web,181.73.154.52
2020-05-06,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-06,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-06,Profesor,Tarea,Sistema,Módulo de curso creado,The user with id '1698' created the 'assign' activity with course module id '162865'.,web,190.82.61.222
2020-05-06,Profesor,CURSO,Sistema,Evento de calendario creado,The user with id '1698' created the event 'Infografía pendiente de revisión' with id '3426'.,web,190.82.61.222
2020-05-06,Profesor,CURSO,Sistema,Evento de calendario creado,The user with id '1698' created the event 'Infografía fecha de entrega' with id '3425'.,web,190.82.61.222
2020-05-06,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-06,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Intento de cuestionario visualizado,The user with id '1698' has viewed the attempt with id '8029' belonging to the user with id '1698' for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Vista previa del intento iniciada,The user with id '1698' has had their attempt with id '8029' previewed by the user with id '1698' for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Sistema,Módulo de curso actualizado,The user with id '1698' updated the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Intento de cuestionario visualizado,The user with id '1698' has viewed the attempt with id '8028' belonging to the user with id '1698' for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Vista previa del intento iniciada,The user with id '1698' has had their attempt with id '8028' previewed by the user with id '1698' for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Página de edición del cuestionario visitada,The user with id '1698' viewed the edit page for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Página de edición del cuestionario visitada,The user with id '1698' viewed the edit page for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Página de edición del cuestionario visitada,The user with id '1698' viewed the edit page for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Página de edición del cuestionario visitada,The user with id '1698' viewed the edit page for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Página de edición del cuestionario visitada,The user with id '1698' viewed the edit page for the quiz with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Cuestionario,Módulo de curso visto,The user with id '1698' viewed the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,H5P-6,Sistema,Módulo de curso creado,The user with id '1698' created the 'quiz' activity with course module id '162849'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-05,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-04,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-05-04,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-04,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-04,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-03,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,190.82.61.222
2020-05-02,usuario_11,Foro3,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '1894' in the forum with course module id '159083'.,web,"168,196,200,165"
2020-05-02,usuario_11,Foro3,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '1839' in the forum with course module id '159083'.,web,"168,196,200,165"
2020-05-02,usuario_11,Foro3,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '1848' in the forum with course module id '159083'.,web,"168,196,200,165"
2020-05-02,usuario_11,Foro3,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '159083'.,web,"168,196,200,165"
2020-05-02,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,165"
2020-05-01,usuario_8,CURSO,Sistema,Perfil de usuario visto,The user with id '6762' viewed the profile for the user with id '6442' in the course with id '2046'.,web,181.73.154.52
2020-05-01,usuario_8,Foro3,Foro,Módulo de curso visto,The user with id '6762' viewed the 'forum' activity with course module id '159083'.,web,181.73.154.52
2020-05-01,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-05-01,usuario_8,Archivo7 ,Recurso,Módulo de curso visto,The user with id '6762' viewed the 'resource' activity with course module id '159090'.,web,181.73.154.52
2020-05-01,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-30,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.13.198
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,186.11.47.63
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-29,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.73.154.52
2020-04-28,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,190.82.21.190
2020-04-28,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.0.45
2020-04-28,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.0.45
2020-04-28,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.0.45
2020-04-28,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-28,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-28,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-28,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-28,Admin,CURSO,Sistema,Lista de usuarios vista,The user with id '2' viewed the list of users in the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Curso visto,The user with id '2' viewed the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Lista de usuarios vista,The user with id '2' viewed the list of users in the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Lista de usuarios vista,The user with id '2' viewed the list of users in the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Lista de usuarios vista,The user with id '2' viewed the list of users in the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Lista de usuarios vista,The user with id '2' viewed the list of users in the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Curso visto,The user with id '2' viewed the course with id '2046'.,web,191.126.179.18
2020-04-28,Admin,CURSO,Sistema,Perfil de usuario visto,The user with id '2' viewed the profile for the user with id '1698' in the course with id '2046'.,web,191.126.179.18
2020-04-28,usuario_1,Foro3,Foro,Módulo de curso visto,The user with id '6370' viewed the 'forum' activity with course module id '159083'.,web,190.82.10.168
2020-04-28,usuario_1,Foro3,Foro,Se ha suscrito a esta discusión,The user with id '6370' subscribed the user with id '6370' to the discussion  with id '1894' in the forum with the course module id '159083'.,web,190.82.10.168
2020-04-28,usuario_1,Foro3,Foro,Tema creado,The user with id '6370' has created the discussion with id '1894' in the forum with course module id '159083'.,web,190.82.10.168
2020-04-28,usuario_1,Foro3,Foro,Algún contenido ha sido publicado.,The user with id '6370' has posted content in the forum post with id '4672' in the discussion '1894' located in the forum with course module id '159083'.,web,190.82.10.168
2020-04-28,usuario_1,Foro3,Foro,Módulo de curso visto,The user with id '6370' viewed the 'forum' activity with course module id '159083'.,web,190.82.10.168
2020-04-28,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,190.82.10.168
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Informe del Calificador,Informe del examinador visto,The user with id '1698' viewed the grader report in the gradebook.,web,200.90.196.53
2020-04-27,Profesor,Foro3,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '159083'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,200.90.196.53
2020-04-27,Profesor,CURSO,Sistema,Lista de usuarios vista,The user with id '1698' viewed the list of users in the course with id '2046'.,web,200.90.196.53
