Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-07-22,Profesor,CURSO,Sistema,Usuario calificado,The user with id '1698' updated the grade with id '139478' for the user with id '1698' for the grade item with id '8043'.,web,179.9.19.144
2020-07-22,Investigador,CURSO,Informe del Calificador,Informe del examinador visto,The user with id '581' viewed the grader report in the gradebook.,web,189.148.196.35
2020-07-22,Investigador,H5P-5,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '185586'.,web,189.148.196.35
2020-07-22,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,189.148.196.35
2020-07-22,Investigador,H5P-3,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '187334'.,web,189.148.196.35
2020-07-22,Investigador,CURSO,Informe del Calificador,Informe del examinador visto,The user with id '581' viewed the grader report in the gradebook.,web,189.148.196.35
2020-07-22,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.196.35
2020-07-22,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,189.148.196.35
2020-07-22,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.196.35
2020-07-22,Profesor,H5P-5,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '185586'.,web,179.9.19.144
2020-07-22,Investigador,Archivo6,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '186960'.,web,189.148.196.35
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-22,Profesor,H5P-3,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '187334'.,web,179.9.19.144
2020-07-22,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.196.35
2020-07-22,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.196.35
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-22,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-22,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-22,Profesor,Archivo6,Recurso,Módulo de curso visto,The user with id '1698' viewed the 'resource' activity with course module id '186960'.,web,179.9.19.144
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-22,Profesor,H5P-5,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '185586'.,web,179.9.19.144
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-22,Profesor,H5P-3,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '187334'.,web,179.9.19.144
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-22,Profesor,Archivo6,Recurso,Módulo de curso visto,The user with id '1698' viewed the 'resource' activity with course module id '186960'.,web,179.9.19.144
2020-07-22,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-21,usuario_8,CURSO,Sistema,Usuario calificado,The user with id '-1' updated the grade with id '91001' for the user with id '6762' for the grade item with id '3721'.,web,181.42.48.194
2020-07-21,usuario_8,CURSO,Sistema,Usuario calificado,The user with id '6762' updated the grade with id '142502' for the user with id '6762' for the grade item with id '8172'.,web,181.42.48.194
2020-07-21,usuario_8,H5P-3,H5P,Módulo de curso visto,The user with id '6762' viewed the 'hvp' activity with course module id '187334'.,web,181.42.48.194
2020-07-21,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.42.48.194
2020-07-21,usuario_8,H5P-4,H5P,Módulo de curso visto,The user with id '6762' viewed the 'hvp' activity with course module id '186959'.,web,181.42.48.194
2020-07-21,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.42.48.194
2020-07-21,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.42.48.194
2020-07-21,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.42.48.194
2020-07-21,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.42.48.194
2020-07-20,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-20,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-20,usuario_12,Archivo6,Recurso,Módulo de curso visto,The user with id '6101' viewed the 'resource' activity with course module id '186960'.,web,181.74.62.21
2020-07-20,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-19,usuario_8,H5P-4,H5P,Módulo de curso visto,The user with id '6762' viewed the 'hvp' activity with course module id '186959'.,web,186.11.15.38
2020-07-19,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.15.38
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-19,Profesor,H5P-4,Sistema,Módulo de curso actualizado,The user with id '1698' updated the 'hvp' activity with course module id '186959'.,web,179.9.19.144
2020-07-19,Profesor,H5P-3,Sistema,Módulo de curso actualizado,The user with id '1698' updated the 'hvp' activity with course module id '187334'.,web,179.9.19.144
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-19,Profesor,H5P-4,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '186959'.,web,179.9.19.144
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-19,Profesor,H5P-3,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '187334'.,web,179.9.19.144
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-19,Profesor,H5P-5,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '185586'.,web,179.9.19.144
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-19,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.19.144
2020-07-18,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-18,usuario_12,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6101' has viewed the submission status page for the assignment with course module id '183849'.,web,181.74.62.21
2020-07-18,usuario_12,Tarea2,Tarea,Módulo de curso visto,The user with id '6101' viewed the 'assign' activity with course module id '183849'.,web,181.74.62.21
2020-07-18,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-3,Sistema,Módulo de curso creado,The user with id '581' created the 'hvp' activity with course module id '187334'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-15,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-14,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-14,Investigador,Archivo6,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '186960'.,web,"189,148,168,144"
2020-07-14,Investigador,Archivo6,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'resource' activity with course module id '186960'.,web,"189,148,168,144"
2020-07-14,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-14,Investigador,Archivo6,Recurso,Módulo de curso visto,The user with id '581' viewed the 'resource' activity with course module id '186960'.,web,"189,148,168,144"
2020-07-14,Investigador,Archivo6,Sistema,Módulo de curso creado,The user with id '581' created the 'resource' activity with course module id '186960'.,web,"189,148,168,144"
2020-07-14,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-14,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-14,Investigador,H5P-4,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-14,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-14,Investigador,H5P-4,H5P,Módulo de curso visto,The user with id '581' viewed the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-14,Investigador,H5P-4,Sistema,Módulo de curso creado,The user with id '581' created the 'hvp' activity with course module id '186959'.,web,"189,148,168,144"
2020-07-14,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-14,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-14,usuario_8,H5P-5,H5P,Módulo de curso visto,The user with id '6762' viewed the 'hvp' activity with course module id '185586'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,H5P-5,H5P,Módulo de curso visto,The user with id '6762' viewed the 'hvp' activity with course module id '185586'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,Archivo1,Recurso,Módulo de curso visto,The user with id '6762' viewed the 'resource' activity with course module id '185584'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,H5P-5,H5P,Módulo de curso visto,The user with id '6762' viewed the 'hvp' activity with course module id '185586'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,Archivo1,Recurso,Módulo de curso visto,The user with id '6762' viewed the 'resource' activity with course module id '185584'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Actividad reciente vista,The user with id '6762' viewed the recent activity report in the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6762' has viewed the submission status page for the assignment with course module id '183849'.,web,186.11.81.144
2020-07-14,usuario_8,Tarea2,Tarea,Módulo de curso visto,The user with id '6762' viewed the 'assign' activity with course module id '183849'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Actividad reciente vista,The user with id '6762' viewed the recent activity report in the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-14,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,186.11.81.144
2020-07-13,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-13,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-13,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-13,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-13,usuario_11,CURSO,Foro,Instancia del módulo del curso visualizada,The user with id '6289' viewed the instance list for the module 'forum' in the course with id '2046'.,web,"168,196,200,180"
2020-07-13,usuario_11,Foro2,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '181902'.,web,"168,196,200,180"
2020-07-13,usuario_11,CURSO,Foro,Instancia del módulo del curso visualizada,The user with id '6289' viewed the instance list for the module 'forum' in the course with id '2046'.,web,"168,196,200,180"
2020-07-13,usuario_11,Chat,Chat,Módulo de curso visto,The user with id '6289' viewed the 'chat' activity with course module id '184776'.,web,"168,196,200,180"
2020-07-13,usuario_11,Chat,Chat,Módulo de curso visto,The user with id '6289' viewed the 'chat' activity with course module id '184776'.,web,"168,196,200,180"
2020-07-13,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,180"
2020-07-13,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-13,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,181.74.62.21
2020-07-13,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-13,usuario_12,Tarea2,Tarea,Se ha visualizado el estado de la entrega.,The user with id '6101' has viewed the submission status page for the assignment with course module id '183849'.,web,181.74.62.21
2020-07-13,usuario_12,Tarea2,Tarea,Módulo de curso visto,The user with id '6101' viewed the 'assign' activity with course module id '183849'.,web,181.74.62.21
2020-07-13,usuario_12,Tarea2,Sistema,Finalización de actividad de curso actualizada,The user with id '6101' updated the completion state for the course module with id '183849' for the user with id '6101'.,web,181.74.62.21
2020-07-13,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-07-13,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,"189,148,168,144"
2020-07-12,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
2020-07-12,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.28.243
2020-07-12,Profesor,H5P-5,H5P,Módulo de curso visto,The user with id '1698' viewed the 'hvp' activity with course module id '185586'.,web,179.9.28.243
2020-07-12,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.28.243
2020-07-12,Profesor,H5P-5,Sistema,Módulo de curso actualizado,The user with id '1698' updated the 'hvp' activity with course module id '185586'.,web,179.9.28.243
